"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
717649326,"Pelagia noctiluca","(Forsskål, 1775)","2011-03-14 12:00:00",-83.15613,27.63024,"UF","Invertebrate Zoology","7730-Cnidaria","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"PreservedSpecimen",,,"Scyphozoa",,"West Atlantic",,,,,,"UF_Invertebrates",,,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,"USA, Florida",,,,,,,,,,,,,,,,,"Animalia",,,"Gulf of Mexico, N of St. Petersburg",,,,,,,,,,,,,"3921633B-3D63-4510-B54F-F0B189A8BD79",,"Present","Semaeostomeae",,,,,,"Cnidaria",985136255,,"Paulay, Gustav; Bemis, Mandy; Moore, Jenna; Evans, Nat; Thacker, Cheryl; Williams, Raph; Baeza, Antonio",,,4442,,,,,,"Pelagia noctiluca","Florida","Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2011"
717655886,"Pelagia noctiluca","(Forsskål, 1775)","2011-03-13 12:00:00",-84.2615,28.5988333333,"UF","Invertebrate Zoology","7725-Cnidaria","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"PreservedSpecimen",,,"Scyphozoa",,"West Atlantic",,,,,,"UF_Invertebrates",,,,,,,,,"Pelagiidae",,,,,,"Pelagia",,,,"USA, Florida",,,,,,,,,,,,,,,,,"Animalia",,,"Gulf of Mexico, N of St. Petersburg",,,,,,,,,,,,,"4AC7157B-86D4-4B5F-8B86-339747CAB354",,"Present","Semaeostomeae",,,,,,"Cnidaria",985136255,,"Paulay, Gustav; Bemis, Mandy; Moore, Jenna; Evans, Nat; Michonneau, François; Thacker, Cheryl; Williams, Raph",,,4442,,,,,,"Pelagia noctiluca","Florida","Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2011"
719200066,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-24 12:00:00",2.222,39.778,"COB - IEO","BALAR","16045","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,738,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"12.25",,,,,,,,,,"Animalia",,,,,,,,"738","738","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:16045",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719200119,"Pelagia noctiluca","(Forsskål, 1775)","2005-06-22 12:00:00",2.4285,39.1115,"COB - IEO","BALAR","25693","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,693,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"10.5",,,,,,,,,,"Animalia",,,,,,,,"693","693","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:25693",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2005"
719200313,"Pelagia noctiluca","(Forsskål, 1775)","2001-04-04 12:00:00",2.2865,39.3028,"COB - IEO","BALAR","13799","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,387,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"13.88",,,,,,,,,,"Animalia",,,,,,,,"387","387","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:13799",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2001"
719200396,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-09 12:00:00",4.5052,39.6597,"COB - IEO","BALAR","17033","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,671,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"13.95",,,,,,,,,,"Animalia",,,,,,,,"671","671","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:17033",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719200492,"Pelagia noctiluca","(Forsskål, 1775)","2006-06-12 12:00:00",4.1998,40.1558,"COB - IEO","BALAR","31345","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,236,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"11.63",,,,,,,,,,"Animalia",,,,,,,,"236","236","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:31345",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2006"
719200688,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-08 12:00:00",3.8697,39.7755,"COB - IEO","BALAR","16922","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,662,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"15.8",,,,,,,,,,"Animalia",,,,,,,,"662","662","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:16922",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719200772,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-08 12:00:00",3.6377,39.5428,"COB - IEO","BALAR","16874","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,404,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"15.94",,,,,,,,,,"Animalia",,,,,,,,"404","404","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:16874",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719201008,"Pelagia noctiluca","(Forsskål, 1775)","2001-04-02 12:00:00",2.2885,39.7359,"COB - IEO","BALAR","13620","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,329,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"14.27",,,,,,,,,,"Animalia",,,,,,,,"329","329","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:13620",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2001"
719201317,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-22 12:00:00",2.3175,39.7485,"COB - IEO","BALAR","15745","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,365,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"25.3",,,,,,,,,,"Animalia",,,,,,,,"365","365","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:15745",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719202060,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-15 12:00:00",3.523,40.0995,"COB - IEO","BALAR","17832","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,660,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"24.43",,,,,,,,,,"Animalia",,,,,,,,"660","660","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:17832",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719203068,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-27 12:00:00",2.4948,39.1975,"COB - IEO","BALAR","16309","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,442,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"23.05",,,,,,,,,,"Animalia",,,,,,,,"442","442","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:16309",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719203315,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-11 12:00:00",3.7559,39.9495,"COB - IEO","BALAR","17419","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,54,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"29.91",,,,,,,,,,"Animalia",,,,,,,,"54","54","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:17419",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719203656,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-18 12:00:00",2.7647,39.1278,"COB - IEO","BALAR","18154","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,164,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"23.34",,,,,,,,,,"Animalia",,,,,,,,"164","164","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:18154",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719203662,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-22 12:00:00",2.2792,39.7213,"COB - IEO","BALAR","15647","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,218,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"36.23",,,,,,,,,,"Animalia",,,,,,,,"218","218","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:15647",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719203717,"Pelagia noctiluca","(Forsskål, 1775)","2006-06-09 12:00:00",2.7632,39.8596,"COB - IEO","BALAR","31049","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,62,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"26.67",,,,,,,,,,"Animalia",,,,,,,,"62","62","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:31049",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2006"
719204499,"Pelagia noctiluca","(Forsskål, 1775)","2005-06-19 12:00:00",2.3392,39.7585,"COB - IEO","BALAR","25328","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,354,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"31.52",,,,,,,,,,"Animalia",,,,,,,,"354","354","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:25328",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2005"
719204561,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-28 12:00:00",2.8724,39.2318,"COB - IEO","BALAR","16352","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,97,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"22.11",,,,,,,,,,"Animalia",,,,,,,,"97","97","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:16352",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719204846,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-27 12:00:00",2.39,39.2838,"COB - IEO","BALAR","16260","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,420,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"12.05",,,,,,,,,,"Animalia",,,,,,,,"420","420","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:16260",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719205268,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-09 12:00:00",4.3929,39.5938,"COB - IEO","BALAR","17004","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,664,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"62.54",,,,,,,,,,"Animalia",,,,,,,,"664","664","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:17004",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719205412,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-16 12:00:00",3.8328,40.2655,"COB - IEO","BALAR","17959","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,626,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"37.5",,,,,,,,,,"Animalia",,,,,,,,"626","626","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:17959",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719205627,"Pelagia noctiluca","(Forsskål, 1775)","2006-06-20 12:00:00",3.3186,39.4325,"COB - IEO","BALAR","32556","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,52,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"30.82",,,,,,,,,,"Animalia",,,,,,,,"52","52","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:32556",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2006"
719205721,"Pelagia noctiluca","(Forsskål, 1775)","2005-07-02 12:00:00",3.8647,39.8889,"COB - IEO","BALAR","27012","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,75,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"59.81",,,,,,,,,,"Animalia",,,,,,,,"75","75","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:27012",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2005"
719205847,"Pelagia noctiluca","(Forsskål, 1775)","2006-06-06 12:00:00",2.7038,39.096,"COB - IEO","BALAR","30562","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,253,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"59.91",,,,,,,,,,"Animalia",,,,,,,,"253","253","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:30562",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2006"
719205983,"Pelagia noctiluca","(Forsskål, 1775)","2004-04-25 12:00:00",2.3342,39.2217,"COB - IEO","BALAR","16117","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,624,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"50.98",,,,,,,,,,"Animalia",,,,,,,,"624","624","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:16117",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
719206095,"Pelagia noctiluca","(Forsskål, 1775)","2005-06-21 12:00:00",2.6367,38.9683,"COB - IEO","BALAR","25624","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,753,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"43.8",,,,,,,,,,"Animalia",,,,,,,,"753","753","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:25624",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2005"
719206194,"Pelagia noctiluca","(Forsskål, 1775)","2006-06-21 12:00:00",2.9521,39.2966,"COB - IEO","BALAR","32676","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,49,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"31.09",,,,,,,,,,"Animalia",,,,,,,,"49","49","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:32676",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2006"
719206279,"Pelagia noctiluca","(Forsskål, 1775)","2005-06-18 12:00:00",2.2113,39.7727,"COB - IEO","BALAR","25227","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,734,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"43.94",,,,,,,,,,"Animalia",,,,,,,,"734","734","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:25227",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2005"
719206330,"Pelagia noctiluca","(Forsskål, 1775)","2004-05-14 12:00:00",3.5128,39.8545,"COB - IEO","BALAR","17663","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca",,,,,,,,"Occurrence",,"Enric Massutí - enric.massuti@ba.ieo.es","Scyphozoa",,"Europe, Mediterranean  Sea",,,,"Balearic Islands",,"IMIS:dasid:3002",,69,,"SampleSize=ind. / km²;",,,,,"Pelagiidae",,,,,,"Pelagia","EPSG:4326",,,,,,,,,,"31.14",,,,,,,,,,"Animalia",,,,,,,,"69","69","2012-05-04 10:39:15",,,,,,"urn:catalog:COB - IEO:BALAR:17663",,"present","Semaeostomeae",,,,,,"Cnidaria",1073183871,,,,,2534,,,,,,"Pelagia noctiluca",,"Discomedusae",,,,,,,,,,,,,,,,,,,,,,"Scyphozoa",,,,699608,,,,135305,"2004"
